Time, PeriodicInput_CalculatedValue_1, PeriodicInput_CalculatedValue_2,NoteToAddToFile, 
+1.62397, -0.92511, +1.14978
+1.67319, -0.85560, +1.28880
+1.71418, -0.78204, +1.43592
+1.75506, -0.69577, +1.60846
+1.79539, -0.59943, +1.60305
+1.83573, -0.49346, +2.01308
+1.87652, -0.37826, +2.24347
+1.91737, -0.25670, +2.48661
+1.95781, -0.13215, +2.73571
+1.99853, -0.00461, +2.60896
+2.03969, +0.12437, +3.24874
+2.08062, +0.25056, +3.50112
+2.12118, +0.37158, +3.74316
+2.16198, +0.48720, +3.97439
+2.20240, +0.59388, +4.59312
+2.24270, +0.69071, +4.38142
+2.28312, +0.77672, +4.55344
+2.32348, +0.85014, +4.70027
+2.36402, +0.91013, +4.82026
+2.40432, +0.95516, +5.23528
+2.44466, +0.98493, +4.96986
+2.48535, +0.99894, +4.99788
+2.52586, +0.99670, +4.99340
+2.56621, +0.97845, +4.95689
+2.60779, +0.94321, +5.13679
+2.64839, +0.89328, +4.78657
+2.68903, +0.82879, +4.65758
+2.72975, +0.75064, +4.50128
+2.77039, +0.66040, +4.32081
+2.81069, +0.56028, +4.42241
+2.85112, +0.45086, +3.90173
+2.89243, +0.33153, +3.66307
+2.93355, +0.20725, +3.41450
+2.97421, +0.08094, +3.16189
+3.01461, -0.04588, +3.16187
+3.05526, -0.17275, +2.65450
+3.09557, -0.29576, +2.40848
+3.13623, -0.41503, +2.16995
+3.17734, -0.52875, +1.94250
+3.21832, -0.63335, +1.40760
+3.25909, -0.72701, +1.54598
+3.29994, -0.80890, +1.38220
+3.34040, -0.87691, +1.24618
+3.38083, -0.93073, +1.13854
+3.42144, -0.96970, +1.46358
+3.46215, -0.99294, +1.01412
+3.50304, -0.99995, +1.00009
+3.54400, -0.99046, +1.01908
+3.58469, -0.96482, +1.07037
+3.62576, -0.92297, +0.72017
+3.66652, -0.86625, +1.26750
+3.70713, -0.79565, +1.40869
+3.74775, -0.71209, +1.57582
+3.78837, -0.61694, +1.76611
+3.82917, -0.51128, +1.66264
+3.87025, -0.39642, +2.20716
+3.91071, -0.27684, +2.44633
+3.95131, -0.15238, +2.69524
+3.99239, -0.02390, +2.95220
+4.03274, +0.10268, +3.25344
+4.07391, +0.23011, +3.46023
+4.11450, +0.35201, +3.70402
+4.15520, +0.46848, +3.93695
+4.19573, +0.57687, +4.15375
+4.23615, +0.67567, +4.33658
+4.27645, +0.76335, +4.52670
+4.31728, +0.83972, +4.67945
+4.35786, +0.90194, +4.80389
+4.39844, +0.94953, +4.89906
+4.43876, +0.98155, +4.93712
+4.47917, +0.99786, +4.99572
+4.51988, +0.99805, +4.99610
+4.56058, +0.98195, +4.96389
+4.60130, +0.94979, +4.89957
+4.64235, +0.90166, +5.26148
+4.68268, +0.83979, +4.67958
+4.72353, +0.76340, +4.52681
+4.76426, +0.67472, +4.34944
+4.80484, +0.57542, +4.15085
+4.84600, +0.46514, +3.97540
+4.88633, +0.34957, +3.69914
+4.92681, +0.22791, +3.45583
+4.96712, +0.10312, +3.20624
+5.00828, -0.02601, +2.94798
+5.04888, -0.15295, +3.18550
+5.08933, -0.27698, +2.44604
+5.12976, -0.39645, +2.20710
+5.17001, -0.50906, +1.98187
+5.21036, -0.61379, +1.77241
+5.25162, -0.71069, +1.11246
+5.29210, -0.79418, +1.41163
+5.33281, -0.86520, +1.26960
+5.37346, -0.92202, +1.15596
+5.41386, -0.96361, +1.07278
+5.45453, -0.98981, +0.70301
+5.49521, -0.99989, +1.00023
+5.53569, -0.99372, +1.01256
+5.57605, -0.97159, +1.05681
+5.61635, -0.93394, +1.13212
+5.65696, -0.88087, +1.44998
+5.69730, -0.81398, +1.37204
+5.73766, -0.73399, +1.53203
+5.77836, -0.64137, +1.71725
+5.81863, -0.53946, +1.92108
+5.85934, -0.42765, +2.14758
+5.89991, -0.30927, +2.38145
+5.94034, -0.18633, +2.62735
+5.98135, -0.05855, +2.88289
+6.02202, +0.06914, +3.13827
+6.06237, +0.19470, +3.88834
+6.10288, +0.31762, +3.63525
+6.14347, +0.43560, +3.87121
+6.18410, +0.54665, +4.09329
+6.22451, +0.64827, +4.29654
+6.26490, +0.73942, +4.25518
+6.30519, +0.81850, +4.63699
+6.34589, +0.88507, +4.77014
+6.38648, +0.93708, +4.87416
+6.42727, +0.97401, +4.94802
+6.46800, +0.99495, +5.08409
+6.50845, +0.99965, +4.99930
+6.54897, +0.98819, +4.97638
+6.58938, +0.96084, +4.92167
+6.62994, +0.91783, +4.83566
+6.67064, +0.85972, +4.81861
